17
21
22
40
87
32
84
22
24
31
20
26
106
48
18
24
23
37
95
354
170
161
231
273
223
210
223
214
169
205
196
197
250
209
264
199
201
192
230
181
245
227
230
251
136
500
252
182
305
209
234
259
235
134
221
200
271
188
101
119
252
209
309
309
187
212
237
45
60
190
189
292
239
486
370
245
307
200
132
176
216
368
221
230
258
263
108
431
91
182
287
177
152
301
194
300
322
18
79
18
48
356
387
220
